,Date,Rice,Flour,Pork,Chicken,Egg,Leaf lettuce,Celery,Lettuce,Cabbage,White Radish,Potato,Ginger,cucumber,white gourd,Bitter ground,Green bean,Tomato,Eggplant,Chili,Green pepper,Onion,Garlic,Apple,Banana,Grape,Pear,Watermelon,Carp,chub,Grass carp,crucian,hairtail, yellow croaker
196,2010/4/9,4.66,4.31,14.55,15.96,7.63,2.59,2.24,3.35,2.26,1.25,2.73,7.31,3.09,1.5,5.44,5.52,3.53,3.96,4.8,4.68,2.25,7.85,5.66,3.75,5.99,3.19,3.83,9.66,7.58,12.55,11.58,20.93,25.92
197,2010/4/16,4.67,4.32,14.58,15.94,7.6,2.63,2.32,3.45,2.17,1.29,2.84,7.33,3.11,1.55,5.23,5.36,3.59,4.06,4.98,4.76,2.26,8.04,5.75,4.01,6.04,3.17,3.95,9.52,7.51,12.54,11.52,21.16,26.04
198,2010/4/23,4.68,4.33,14.65,15.93,7.59,2.74,2.37,3.63,2.02,1.25,2.96,7.33,3.08,1.64,5.16,5.53,3.69,4.2,4.97,4.72,2.31,8.7,5.7,4.09,6.05,3.13,3.93,9.56,7.45,12.49,11.58,21.4,26.09
199,2010/4/30,4.7,4.34,14.67,15.88,7.59,2.59,2.38,3.66,1.89,1.25,3.11,7.45,2.95,1.69,5.43,5.69,3.6,4.27,4.99,4.77,2.41,9.03,5.67,4.22,6.05,3.13,3.94,9.69,7.45,12.56,11.54,21.62,26.09
200,2010/5/7,4.71,4.35,14.65,15.84,7.58,2.11,2.26,3.21,1.67,1.24,3.13,7.46,2.57,1.89,5.09,5.47,3.45,3.81,4.98,4.42,2.42,8.97,5.64,4.27,6.1,3.13,4,9.61,7.51,12.59,11.43,21.38,26.27
201,2010/5/14,4.73,4.35,14.59,15.83,7.58,1.9,2.12,2.81,1.42,1.16,3.09,7.41,2.48,1.9,4.79,5.33,2.97,3.54,4.72,4,2.37,8.64,5.62,4.37,6.07,3.13,3.89,9.77,7.54,12.59,11.42,21.1,26.37
202,2010/5/21,4.74,4.36,14.5,15.82,7.57,1.77,2.14,2.64,1.26,1.12,3.02,7.25,2.22,2,4.67,4.98,2.82,3.35,4.3,3.65,2.29,8.22,5.76,4.62,6.09,3.18,3.64,9.82,7.6,12.55,11.49,21.29,26.28
203,2010/5/28,4.75,4.37,14.47,15.82,7.58,1.82,2.12,2.63,1.17,1.1,2.9,7.28,2.06,1.99,4.34,4.56,2.71,3.23,3.8,3.41,2.2,7.95,5.81,4.66,6.1,3.24,3.41,9.87,7.6,12.6,11.44,21.24,25.97
204,2010/6/4,4.75,4.38,14.52,15.8,7.6,1.84,2.08,2.66,1.1,1.05,2.58,7.39,1.71,1.95,3.77,4,2.16,2.78,3.54,3.12,1.9,7.8,5.91,4.7,6.17,3.28,3.2,9.94,7.61,12.58,11.42,21.19,26.04
205,2010/6/11,4.76,4.38,14.53,15.79,7.61,1.75,2.09,2.3,1.03,0.95,2.54,7.31,1.58,1.88,3.38,3.49,1.97,2.54,3.47,2.95,1.74,7.67,5.89,4.73,6.22,3.31,3.03,9.99,7.61,12.6,11.53,21.68,26.6
206,2010/6/18,4.77,4.38,14.55,15.77,7.63,1.95,2.03,2.28,0.94,0.94,2.44,7.27,1.53,1.87,3.04,3.09,1.83,2.28,3.4,2.91,1.66,7.71,5.9,4.75,6.59,3.32,2.77,10.05,7.67,12.6,11.58,21.85,27.29
207,2010/6/25,4.77,4.38,14.7,15.75,7.65,2.16,2.11,2.6,1.01,0.99,2.36,7.37,1.56,1.75,2.98,3.01,1.8,2.04,3.32,2.75,1.62,7.95,5.92,4.65,6.86,3.27,2.49,10.02,7.6,12.5,11.74,22.03,28.11
208,2010/7/2,4.77,4.38,14.95,15.75,7.67,2.12,2.17,2.73,1.07,1.06,2.24,7.32,1.6,1.6,2.91,2.96,1.67,2.01,3.15,2.41,1.59,8.29,5.93,4.61,6.93,3.12,2.34,10.02,7.64,12.48,11.74,22.03,28.47
209,2010/7/9,4.77,4.37,15.26,15.73,7.67,2.35,2.28,2.91,1.21,1.13,2.17,7.47,1.98,1.41,2.86,2.97,1.73,2,2.99,2.24,1.6,8.68,6.13,4.52,7.1,3.16,2.11,9.97,7.67,12.38,11.78,21.93,28.9
210,2010/7/16,4.79,4.38,15.65,15.74,7.7,2.53,2.37,3.14,1.36,1.26,2.18,7.77,1.99,1.33,2.99,3.31,1.71,2.23,3.03,2.29,1.6,9.5,6.15,4.48,7.15,3.24,1.96,9.93,7.71,12.28,11.75,21.91,29.48
211,2010/7/23,4.79,4.38,16.06,15.75,7.75,2.54,2.43,3.44,1.42,1.29,2.12,8.14,2.01,1.22,2.97,3.32,1.85,2.3,2.98,2.39,1.6,10.62,6.13,4.26,7.01,3.32,1.66,10.11,7.73,12.26,11.9,21.72,30.03
212,2010/7/30,4.81,4.4,16.35,15.77,7.86,2.48,2.45,3.21,1.32,1.32,2.17,8.4,1.92,1.15,2.67,3.05,1.91,2.11,2.77,2.47,1.67,11.05,6.06,4.1,6.77,3.31,1.56,10.04,7.76,12.17,11.97,21.59,30.2
213,2010/8/6,4.83,4.42,16.77,15.83,8,2.47,2.61,3.42,1.36,1.35,2.29,8.93,2.21,1.08,2.53,3.16,2.1,2.1,2.81,2.48,1.72,11.23,6.2,4.04,6.83,3.18,1.56,10.1,7.76,12.37,12.17,21.05,29.66
214,2010/8/13,4.84,4.43,17.02,15.85,8.12,2.48,2.52,3.28,1.31,1.4,2.34,9.02,2.25,1.05,2.52,3.2,2.23,2.03,2.7,2.18,1.79,11.33,6.26,4.01,6.47,3.14,1.57,10.09,7.81,12.39,12.33,21.37,29.99
215,2010/8/20,4.86,4.44,17.09,15.88,8.23,2.66,2.51,3.6,1.36,1.39,2.37,9.44,2.4,1.04,2.63,3.58,2.27,2.1,2.7,2.2,1.76,11.28,6.18,4.1,6.39,2.99,1.6,10.28,7.81,12.38,12.42,21.22,29.98
216,2010/8/27,4.86,4.45,17.12,15.88,8.38,2.59,2.57,3.77,1.35,1.41,2.47,9.76,2.3,1.02,2.58,3.63,2.26,2.19,2.8,2.25,1.81,11.47,6.16,4.02,6.06,2.76,1.58,10.25,7.75,12.42,12.55,20.86,29.58
217,2010/9/3,4.87,4.46,17.21,15.87,8.5,2.56,2.6,3.69,1.32,1.42,2.42,9.7,2.17,0.97,2.6,3.55,2.4,2.31,2.8,2.18,1.79,11.58,6.19,4.08,5.87,2.7,1.59,10.41,7.79,12.43,12.36,21.14,29.31
218,2010/9/10,4.89,4.47,17.27,15.89,8.63,2.75,2.54,3.76,1.26,1.39,2.49,9.8,2.14,0.95,2.69,3.42,2.49,2.28,2.83,2.3,1.79,11.86,6.2,4.11,5.85,2.7,1.6,10.6,7.75,12.45,12.41,21.26,29.57
219,2010/9/17,4.91,4.48,17.48,15.94,8.73,2.58,2.66,3.67,1.28,1.44,2.37,9.78,2.26,0.93,2.75,3.25,2.72,2.22,2.96,2.49,1.81,11.65,6.15,4.12,5.76,2.77,1.64,10.65,7.81,12.45,12.32,21.22,29.54
220,2010/9/24,4.93,4.49,17.54,15.99,8.77,2.88,2.79,4.11,1.32,1.51,2.44,9.88,2.67,0.93,2.98,3.45,2.71,2.17,3.15,2.76,1.81,12,6.32,4.03,5.77,2.8,1.76,10.57,7.83,12.5,12.33,21.35,29.15
221,2010/10/1,4.94,4.49,17.52,16.05,8.78,2.94,2.83,3.98,1.33,1.61,2.44,9.65,3.13,0.97,3.55,3.78,2.99,2.49,3.2,2.89,1.85,12.16,6.29,4.04,5.57,2.78,1.88,10.64,7.82,12.38,12.3,21.53,29.03
222,2010/10/8,4.95,4.5,17.59,16.11,8.79,2.77,2.82,4.29,1.51,1.71,2.43,9.67,3.07,0.9,3.67,4.09,3.37,2.7,3.33,2.96,1.85,12.24,6.27,3.96,5.5,2.8,1.98,10.6,7.85,12.29,12.21,21.32,29.28
223,2010/10/15,4.97,4.51,17.63,16.14,8.78,2.32,2.93,3.89,1.42,1.62,2.4,9.8,2.74,0.91,3.67,3.97,3.61,2.58,3.29,3.04,1.86,12.21,6.27,3.86,5.42,2.82,2.29,10.48,7.94,12.22,12.29,21.36,29.25
224,2010/10/22,4.99,4.51,17.66,16.19,8.77,2.37,3.04,3.63,1.47,1.63,2.51,9.85,2.95,0.92,3.72,4.17,3.59,2.82,3.33,2.99,1.88,12.04,6.26,3.83,5.42,2.9,2.95,10.57,8,12.31,12.22,21.42,29.28
225,2010/10/29,5,4.53,17.79,16.22,8.8,2.38,3.2,3.51,1.52,1.67,2.65,10.05,3,0.93,3.86,4.37,3.52,3,3.35,3.01,1.94,12.06,6.31,3.75,5.65,2.99,3.4,10.53,8.03,12.24,12.18,21.62,29.54
226,2010/11/5,5.01,4.55,17.95,16.27,8.87,2.42,3.45,3.55,1.54,1.81,2.73,10.42,3.21,1,4.21,4.97,3.74,3.38,3.52,3.2,2.08,12.02,6.5,3.69,5.89,2.98,3.53,10.57,8.12,12.25,12.24,22.07,29.93
227,2010/11/12,5.04,4.57,18.23,16.35,8.95,2.25,3.44,3.38,1.43,1.71,2.83,10.16,3.1,1.1,4.37,4.9,3.76,3.36,3.57,3.32,2.13,11.98,6.64,3.72,6.04,3.14,3.71,10.75,8.1,12.22,12.24,22.4,30.36
228,2010/11/19,5.06,4.6,18.63,16.43,9.05,2.17,3.2,3.24,1.4,1.52,2.84,9.92,2.79,1.17,4.44,4.81,3.57,3.24,3.66,3.18,2.09,11.81,6.79,3.79,6.27,3.22,3.91,10.79,7.95,12.35,12.1,22.36,30.44
229,2010/11/26,5.09,4.61,18.68,16.49,9.15,1.9,2.9,2.89,1.24,1.37,2.84,9.79,2.5,1.16,4.17,4.52,3.24,2.93,3.47,2.99,2.11,11.35,6.89,3.85,6.24,3.27,3.91,10.79,8.03,12.18,11.98,22.84,30.06
230,2010/12/3,5.12,4.63,18.67,16.58,9.2,1.76,2.56,2.59,1.1,1.23,2.78,9.26,2.36,1.1,4.19,4.35,3.08,2.68,3.26,2.75,2.05,11.01,7.02,3.86,6.25,3.26,3.88,10.66,8,12.08,11.91,22.81,30.47
231,2010/12/10,5.14,4.65,18.56,16.66,9.22,1.76,2.31,2.43,1.04,1.09,2.71,8.57,2.42,1.14,4.33,4.46,3,2.49,3.15,2.56,2.02,10.56,7.15,3.92,6.26,3.33,3.94,10.64,7.93,12.09,11.93,23.08,30.33
232,2010/12/17,5.16,4.68,18.65,16.73,9.24,1.86,2.25,2.44,1.05,1.1,2.73,8.17,2.48,1.18,4.6,4.52,2.99,2.62,3.07,2.5,2.03,10.45,7.2,3.96,6.28,3.28,3.93,10.8,7.84,12.21,12,23.25,30.29
233,2010/12/24,5.19,4.7,18.63,16.75,9.24,1.84,2.22,2.39,0.98,0.99,2.73,7.92,2.52,1.22,4.9,4.66,3.01,2.79,2.93,2.46,2.01,10.39,7.26,4.02,6.37,3.31,3.89,10.76,7.8,12.12,12.09,23.15,30.63
234,2010/12/31,5.21,4.72,18.77,16.77,9.28,1.9,2.18,2.4,0.95,0.97,2.71,7.76,2.67,1.2,5.3,4.83,3.09,2.87,3.02,2.44,2.05,10.61,7.37,4.06,6.42,3.36,3.99,10.71,7.78,12.15,12.13,23.53,30.49
235,2011/1/7,5.23,4.73,18.9,16.83,9.32,2.13,2.3,2.64,0.96,1.01,2.76,7.4,2.94,1.26,6.11,5.46,3.27,3.19,3.31,2.9,2.11,10.73,7.37,4.14,6.4,3.35,4.1,10.84,7.82,12.19,12.06,23.75,30.65
236,2011/1/14,5.26,4.75,18.94,16.85,9.37,2.45,2.39,2.74,0.97,1.05,2.77,7.3,3.3,1.4,6.8,6,3.36,3.61,3.81,3.36,2.15,10.73,7.45,4.21,6.51,3.48,4.29,10.83,7.8,12.06,11.91,24.16,30.94
237,2011/1/21,5.29,4.77,19.07,16.89,9.46,2.8,2.73,3.11,1.03,1.19,2.79,7.13,4.28,1.51,8.16,7.26,3.74,4.3,4.88,4.42,2.2,10.74,7.5,4.31,6.64,3.61,4.44,10.83,7.91,12.07,12,24.97,31.03
238,2011/1/28,5.32,4.79,19.25,16.97,9.55,2.94,2.81,3.28,1.05,1.15,2.9,7.21,5.25,1.7,8.61,7.66,4.14,4.83,5.2,5.15,2.25,10.83,7.61,4.46,6.51,3.92,4.62,10.9,7.91,12.21,12.24,25.46,31.5
239,2011/2/4,5.34,4.8,19.38,17.03,9.62,2.94,2.86,3.31,1.09,1.17,2.91,7.26,5.24,1.73,8.75,7.63,4.14,4.62,5.29,5.1,2.27,11.03,7.69,4.51,6.59,3.97,4.71,11.03,7.99,12.2,12.44,25.53,32.2
240,2011/2/11,5.36,4.81,19.53,17.07,9.66,2.68,2.8,3.31,1.05,1.24,2.86,7.04,4.07,1.69,8.19,7.44,3.67,4.09,5.45,5.46,2.29,10.65,7.55,4.57,6.55,3.98,4.74,10.92,7.86,12.1,12.32,25.23,31.4
241,2011/2/18,5.38,4.82,19.74,17.12,9.63,2.55,2.5,3.13,0.97,1.2,2.85,6.73,3.82,1.75,8.58,7.29,3.31,3.71,5.5,5.5,2.19,10.63,7.48,4.67,6.5,4,4.67,10.93,7.92,11.92,12.27,25.6,31.82
242,2011/2/25,5.41,4.85,19.99,17.13,9.57,2.42,2.31,2.96,0.88,1.16,2.82,6.83,4.13,1.82,8.42,7.36,3.29,3.84,5.65,5.66,2.24,10.91,7.49,4.71,6.65,3.99,4.67,10.88,7.88,11.95,12.24,25.36,32.03
243,2011/3/4,5.44,4.86,20.07,17.11,9.48,2.37,2.28,2.93,0.84,1.13,2.84,6.68,4.23,1.95,8.4,7.37,3.45,4.2,5.92,5.94,2.16,11.24,7.45,4.77,6.62,3.98,4.67,10.92,7.96,11.82,12.22,25.45,32.06
244,2011/3/11,5.46,4.87,20.21,17.12,9.36,2.49,2.16,2.9,0.85,1.14,2.84,6.62,4.13,2.12,8.29,7.36,3.65,4.37,6.49,6.29,2.23,11.56,7.52,4.9,6.53,3.97,4.67,10.93,7.9,11.65,12.2,25.09,31.82
245,2011/3/18,5.48,4.88,20.31,17.17,9.26,2.25,2.01,2.77,0.79,1.16,2.78,6.58,3.57,2.28,7.84,7.33,3.6,4.14,7.16,6.81,2.19,11.3,7.47,4.99,6.48,4.01,4.73,10.95,7.88,11.7,12.08,25.24,31.53
246,2011/3/25,5.5,4.88,20.35,17.2,9.14,2.16,2.04,2.92,0.84,1.17,2.73,6.34,3.34,2.38,7.24,7.44,3.63,4.02,7.98,7.92,2.18,11.3,7.4,5.04,6.51,4.08,4.74,11.1,7.89,11.62,12.13,25.24,31.81
247,2011/4/1,5.51,4.88,20.41,17.23,9.09,2.23,2.04,2.94,0.87,1.23,2.76,6.43,3.28,2.62,6.62,7.24,3.62,3.89,7.41,7.26,2.24,11.11,7.38,5.13,6.57,4.08,4.8,11.04,7.78,11.58,12.23,25.11,32.07
248,2011/4/8,5.53,4.89,20.4,17.25,9.07,2.06,1.94,2.83,0.87,1.17,2.73,6.26,2.88,2.78,6.63,7.13,3.59,3.74,6.53,6.06,2.14,10.97,7.38,5.52,6.62,4.15,4.87,11.12,7.7,11.75,12.34,25.1,32.64
249,2011/4/15,5.54,4.9,20.4,17.25,9.04,1.66,1.74,2.34,0.8,1.09,2.72,6.05,2.53,2.77,6.16,6.3,3.45,3.18,5.3,4.68,1.95,10.64,7.37,5.71,6.67,4.14,4.98,11.07,7.79,11.81,12.21,24.87,33.04
250,2011/4/22,5.55,4.91,20.52,17.25,9.02,1.62,1.69,2.15,0.75,1.05,2.56,5.93,2.44,2.66,5.88,6.11,3.4,2.98,4.83,3.7,1.83,10.22,7.22,5.85,6.64,4.2,4.94,11,7.86,11.85,12.09,25.03,32.9
251,2011/4/29,5.56,4.91,20.59,17.26,9.01,1.55,1.58,1.98,0.7,1.03,2.52,5.95,2.51,2.72,5.36,5.71,3.37,2.99,4.44,3.43,1.73,9.71,7.2,5.96,6.66,4.18,4.87,11.23,7.88,11.96,12.16,25.06,33.21
252,2011/5/6,5.57,4.92,20.61,17.27,9.04,1.53,1.83,1.92,0.78,0.99,2.48,5.81,2.31,2.77,5.16,5.47,3.27,2.98,4.05,3.25,1.53,9.24,7.06,5.93,6.63,4.32,4.45,11.5,7.98,12.18,12.42,25.3,33.17
253,2011/5/13,5.59,4.93,20.85,17.29,9.11,1.87,1.99,2.04,0.87,0.96,2.39,5.79,2.35,2.49,5.09,5.22,3.3,2.75,3.85,3.04,1.45,8.79,7.03,5.64,6.7,4.35,4.07,11.75,8.14,12.32,12.89,25.67,32.92
254,2011/5/20,5.6,4.94,21.16,17.31,9.23,2.24,2.32,2.38,1.07,0.96,2.29,5.68,2.33,2.24,5.19,4.98,3.08,2.88,3.63,3.06,1.41,8.4,7.01,5.34,6.81,4.24,3.71,12.02,8.34,12.41,13.09,25.65,32.71
255,2011/5/27,5.61,4.96,21.77,17.35,9.36,2.44,2.65,2.68,1.21,1.06,2.31,5.79,2.11,1.92,4.81,5.02,3,2.85,3.47,2.97,1.39,7.84,7.01,5.12,7.02,4.2,3.32,12.15,8.36,12.56,13.27,25.93,33.28
256,2011/6/3,5.63,4.96,22.17,17.36,9.45,2.31,2.69,2.6,1.32,1.07,2.3,5.57,1.81,1.66,4.36,4.57,3.14,2.57,3.32,3,1.37,7.15,6.96,4.88,7.32,4.14,3.09,12.26,8.55,12.57,13.38,25.97,33.03
257,2011/6/10,5.64,4.98,22.52,17.37,9.59,2.33,2.65,2.75,1.45,1.11,2.33,5.34,1.5,1.48,3.68,4.2,2.74,2.1,3,2.8,1.39,6.27,6.97,4.66,7.62,4.15,2.59,12.44,8.73,12.82,13.87,26.05,33.63
258,2011/6/17,5.65,4.99,23.61,17.46,9.67,2.42,2.86,2.71,1.62,1.21,2.29,5.4,1.62,1.32,3.38,4.34,2.52,1.99,2.95,2.52,1.37,5.55,6.87,4.35,7.8,4.36,2.17,12.69,8.64,12.96,14.05,26.82,33.75
259,2011/6/24,5.68,5.01,24.68,17.57,9.66,2.36,3.1,3.02,1.91,1.26,2.31,5.42,1.85,1.27,3.11,4.42,2.58,2.2,2.91,2.49,1.42,5.32,6.69,4.19,8.03,4.43,1.95,13.03,8.68,12.97,14.35,26.42,33.25
260,2011/7/1,5.7,5.02,25.51,17.66,9.67,2.59,3.12,2.97,2.01,1.29,2.13,5.18,2.03,1.34,3.26,4.35,2.75,2.36,3.01,2.52,1.31,4.45,6.57,3.96,8.14,4.63,1.87,13.05,8.74,13.12,14.55,26.16,33.06
261,2011/7/8,5.72,5.04,26.09,17.79,9.7,2.49,3.06,3.02,2.01,1.41,2.12,5.17,2.09,1.25,3.15,4.37,2.93,2.29,3.08,2.66,1.31,4.19,6.72,3.57,8.31,4.44,1.91,13.22,8.72,13.04,14.74,25.93,32.79
262,2011/7/15,5.74,5.06,26.15,17.86,9.74,2.48,2.88,3.11,1.84,1.35,2.13,5.15,2.07,1.19,2.98,4.33,2.81,2.12,3.27,2.88,1.32,3.83,6.48,3.43,8.24,4.33,1.82,13.31,8.97,13.16,14.9,26.26,33.08
263,2011/7/22,5.77,5.07,26.11,17.93,9.8,2.45,2.81,3.03,1.55,1.35,2.13,4.98,2.01,1.23,2.93,4.15,3.02,2.08,3.2,2.92,1.39,3.72,6.48,3.43,8.45,4.16,1.89,13.37,9.18,13.43,15.16,26.69,33.28
264,2011/7/29,5.78,5.08,25.97,17.98,9.88,2.5,2.69,3.02,1.42,1.26,2.06,4.9,1.99,1.14,2.94,3.86,2.85,1.86,3.19,2.77,1.35,3.71,6.43,3.38,8.08,3.99,1.94,13.42,9.13,13.42,15.23,26.48,33.46
265,2011/8/5,5.8,5.08,25.97,18.04,9.95,2.48,2.63,3.01,1.26,1.2,2.03,4.76,2.12,1.12,2.9,4.05,2.44,1.77,3.1,2.55,1.35,3.69,6.31,3.48,7.85,4.06,1.92,13.46,9.14,13.39,15.24,26.5,33.46
266,2011/8/12,5.81,5.08,26,18.08,10.03,2.55,2.69,3.04,1.21,1.24,1.98,4.82,2.33,1.12,2.62,3.95,2.42,1.82,2.99,2.33,1.4,3.87,6.31,3.49,7.43,3.94,1.89,13.34,8.92,13.3,15.18,26.72,33.02
267,2011/8/19,5.83,5.08,26.03,18.12,10.11,2.83,2.73,3.5,1.38,1.25,2.02,4.8,2.52,1.1,2.7,3.93,2.28,1.77,2.92,2.38,1.38,3.87,6.16,3.53,6.75,3.71,1.88,13.21,8.95,13.17,15.05,26.61,32.45
268,2011/8/26,5.85,5.1,26.11,18.16,10.21,3.12,2.82,4.14,1.42,1.27,2.01,4.85,2.79,1.05,3,4.17,2.29,2.02,3.11,2.48,1.42,4.15,6.18,3.58,6.61,3.7,1.87,12.78,8.96,13.05,14.87,26.65,32.79
269,2011/9/2,5.86,5.11,26.22,18.2,10.31,3.15,2.73,4.33,1.44,1.31,1.98,4.84,2.61,1.09,3.26,4.2,2.3,2.2,3.05,2.51,1.49,4.26,6.22,3.68,6.49,3.6,1.93,12.89,8.94,13.03,14.89,26.6,32.81
270,2011/9/9,5.88,5.12,26.41,18.31,10.42,3.15,2.76,4.41,1.5,1.38,1.95,4.72,2.78,1.16,3.53,4.4,2.46,2.28,3.08,2.69,1.44,4.32,6.44,3.81,6.43,3.75,1.92,12.87,8.86,13.05,14.77,26.35,33.24
271,2011/9/16,5.89,5.12,26.44,18.39,10.46,3.26,2.89,4.87,1.5,1.39,1.92,4.7,3,1.15,3.95,4.38,2.58,2.29,3.22,2.85,1.45,4.32,6.23,3.94,6.23,3.66,2.05,12.71,8.92,13.03,14.7,26.63,34.1
272,2011/9/23,5.91,5.13,26.29,18.45,10.47,3.33,2.96,4.9,1.69,1.48,1.92,4.64,3.17,1.17,4.32,4.69,2.93,2.48,3.31,3.11,1.46,4.12,6.13,4.07,6.24,3.61,2.2,12.71,9.06,12.83,14.44,26.74,34.77
273,2011/9/30,5.91,5.14,26.26,18.51,10.45,3.04,2.97,4.46,1.6,1.46,1.87,4.64,2.85,1.18,4.58,4.54,3.26,2.61,3.56,3.24,1.49,4.12,6.18,4.14,6.35,3.63,2.29,12.78,9.03,12.89,14.17,26.9,34.6
274,2011/10/7,5.92,5.15,26.26,18.55,10.42,2.91,3.06,4.48,1.62,1.6,1.89,4.51,2.8,1.21,4.45,4.6,3.27,2.8,3.97,3.58,1.53,4.19,6.22,4.18,6.62,3.71,2.43,12.55,8.89,12.72,13.95,26.81,34.43
275,2011/10/14,5.93,5.15,25.94,18.56,10.38,2.45,2.88,3.64,1.44,1.45,1.78,4.5,2.41,1.18,4.49,4.54,3.01,2.71,4.06,3.75,1.44,4.14,6.14,4.28,6.65,3.84,2.52,12.3,8.83,12.6,13.99,26.68,34.5
276,2011/10/21,5.94,5.15,25.47,18.6,10.3,2.25,2.65,3.32,1.32,1.33,1.75,4.38,2.39,1.22,4.68,4.37,2.78,2.7,4.15,3.76,1.44,4.17,6.29,4.5,6.84,3.88,2.63,12.21,9.09,12.47,13.84,26.72,34.69
277,2011/10/28,5.95,5.16,25.21,18.58,10.24,2.11,2.34,2.81,1.17,1.28,1.77,4.34,2.46,1.27,4.76,4.38,2.72,2.6,4.24,3.85,1.43,4.05,6.48,4.5,6.8,3.99,3.1,12.05,8.76,12.37,13.66,26.78,34.82
278,2011/11/4,5.95,5.15,24.75,18.61,10.19,2.06,2.1,2.73,1.07,1.1,1.72,4.04,2.56,1.29,4.63,4.47,2.79,2.75,4.14,3.74,1.45,3.97,6.4,4.59,6.87,4,3.21,11.91,8.82,12.25,13.37,26.92,34.97
279,2011/11/11,5.95,5.15,24.28,18.61,10.13,2.12,2.02,2.55,1.03,1.07,1.74,3.98,2.67,1.33,4.94,4.47,2.94,2.9,4.11,3.52,1.44,4.06,6.5,4.72,7.1,4.08,3.42,11.93,8.72,12.18,13.29,27.26,35.21
280,2011/11/18,5.95,5.15,23.86,18.61,10.05,2.23,2.09,2.73,0.9,1.04,1.72,3.85,3.16,1.43,5.11,4.6,2.92,3.04,3.98,3.42,1.39,4.09,6.46,4.78,7.23,3.84,3.69,11.86,8.55,12.12,13.24,27.14,35.33
281,2011/11/25,5.95,5.15,23.62,18.61,9.95,2.37,2.01,2.77,0.86,0.98,1.71,3.83,3.79,1.38,5.35,4.95,3.01,3.12,4.13,3.48,1.39,3.94,6.43,4.76,7.47,3.91,3.93,11.94,8.69,12.29,13.29,27.31,35.44
282,2011/12/2,5.95,5.14,23.34,18.56,9.88,2.53,1.97,3.15,0.89,1.01,1.72,3.82,4.28,1.41,5.83,5.26,3.09,3.23,4.4,3.46,1.4,3.87,6.45,4.84,7.55,3.89,4.08,12.05,8.7,12.37,13.38,27.47,35.55
283,2011/12/9,5.94,5.13,23.38,18.53,9.82,2.64,2.08,3.39,0.9,1.03,1.68,3.81,5.16,1.52,6.54,5.93,3.16,3.76,4.54,3.83,1.42,3.97,6.51,4.84,7.64,3.84,4.2,11.81,8.73,12,13.19,27.59,35.66
284,2011/12/16,5.94,5.12,23.63,18.55,9.79,2.92,2.21,3.65,0.91,1.11,1.7,3.77,5.8,1.72,7.21,6.25,3.31,4.41,5.08,4.48,1.41,3.99,6.72,4.89,7.7,3.93,4.48,11.74,8.71,12.02,13.14,27.41,35.73
285,2011/12/23,5.94,5.12,23.64,18.56,9.8,2.93,2.29,3.84,0.86,1.09,1.74,3.74,4.82,1.81,7.61,6.33,3.35,4.58,5.55,5.54,1.4,3.98,6.75,4.93,7.76,3.99,4.61,11.61,8.76,12.12,13.22,27.72,36.19
286,2011/12/30,5.95,5.12,23.72,18.58,9.8,3.04,2.33,4.02,0.86,1.15,1.74,3.82,4.37,1.95,8.02,6.45,3.42,4.55,6.19,6.3,1.42,3.92,7.02,4.95,7.94,4.17,4.78,11.76,9.09,12.24,13.4,28.15,35.71
287,2012/1/6,5.96,5.12,23.86,18.59,9.79,3.36,2.42,4.43,0.84,1.2,1.75,3.72,5.32,2.06,8.19,6.8,3.61,4.94,6.79,7.51,1.51,4.09,7.02,4.93,7.96,4.26,4.36,11.64,9.08,12.22,13.48,28.43,36.04
288,2012/1/13,5.97,5.13,24.05,18.66,9.76,3.36,2.44,4.61,0.88,1.22,1.82,3.68,5.72,2.14,8.99,6.85,3.71,5.37,7.4,7.96,1.56,4.05,7.2,4.83,8.01,4.27,4.25,11.76,9.07,12.19,13.55,28.57,35.5
289,2012/1/20,5.98,5.13,24.37,18.69,9.74,3.92,2.98,4.91,1.08,1.47,1.87,3.91,7.28,2.27,9.6,7.71,4.23,6.05,8.59,9.34,1.56,4.08,7.29,4.89,8.14,4.29,4.45,12.23,9.37,12.34,13.73,29.41,35.84
290,2012/1/27,5.97,5.13,24.48,18.65,9.73,3.84,3.13,4.97,1.14,1.57,1.97,4.04,7.42,2.27,9.47,7.7,4.29,6,8.81,9.18,1.64,4.24,7.35,4.89,8.29,4.32,4.43,12.33,9.33,12.43,13.83,29.4,35.76
291,2012/2/3,5.97,5.14,24.28,18.69,9.69,4.03,3.04,5.34,1.08,1.62,1.93,3.92,6.28,2.39,8.65,7.44,4,5.88,7.94,7.65,1.57,4.09,7.36,4.93,8.27,4.22,4.39,12.3,9.26,12.48,13.84,29.37,35.83
292,2012/2/10,5.98,5.15,23.83,18.69,9.56,3.86,3.03,5.22,1.07,1.55,1.9,3.89,4.99,2.41,8.8,7.13,4.1,5.85,7.18,6.41,1.58,3.99,7.25,4.9,8.26,4.18,4.36,12.2,9.36,12.44,13.87,29.59,35.68
293,2012/2/17,5.98,5.15,23.53,18.65,9.39,3.95,3.32,5.58,1.07,1.54,1.86,3.79,4.73,2.52,8.91,7.06,4.3,5.71,6.81,5.89,1.54,3.95,7.24,4.96,8.18,4.15,4.36,12.18,9.36,12.35,13.93,29.93,35.75
